equipment_id,predicted_failure_prob,days_to_failure,last_maintenance,suggested_maintenance_date,status,priority,urgency_score,scheduled_maintenance_date
EQ-01,0.006,35,2025-12-17,2026-01-14,No Failure,Low,0.0042,2026-01-14
